"Address","Title 1","Occurrences","HTML hreflang 1","HTML hreflang 1 URL","HTTP hreflang 1","HTTP hreflang 1 URL","Sitemap hreflang 1","Sitemap hreflang 1 URL","Indexability","Indexability Status"
"https://bgoonz-blog.netlify.app/docs/docs/bash/","Bash Commands That Save Me Time and Frustration | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/for-loops/","lorem-ipsum | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/no-whiteboarding/","lorem-ipsum | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/intro-to-nodejs/","Intro To NodeJS | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/sitemap/","Sitemap","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/all-emojis/","All Emojis | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/new-repo-instructions/","new-repo-git","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/job-search/","Job Search | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-package-manager/","Sorting Algorithms | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tips/insert-into-array/","Insert Into Array | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/dtw-python-explained/","Dynamic Time Warping Algorithm Explained (Python) | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/discrete-fft/","Fast Fourier Transform","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/resume/","Resume","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/resources/","Developer Resources | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/history-api/","History API | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/embeded-websites/","Gatsby Plugins For This Sites Content Model","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/minifiction/","How To Minify Code For Better Web Performance | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/installation/","Installation","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/markdown-dropdowns/","Markdown Dropdown | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/jupyter-notebooks/","Jupyter Notebooks","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/es-6-features/","ECMAScript 6 | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/git-tricks/","Git Tricks | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/node-docs-full/","Node Docs | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/this-is-about-this/","This in JavaScript","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/awesome-lists/","Awesome Lists | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/git-repos/","Git Repo List | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/awesome-static/","Awesome Static Site Resources | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/google-cloud/","Google Cloud | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/intrests/","Youtube | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/npm/","npm","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/install/","Install","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/google-firebase/","Add Firebase to your JavaScript project Note:","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/community/bookmarks/","Bookmarks | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/ajax-n-apis/","AJAX and APIs","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/list-of-projects/","List Of Projects","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/fs-module/","Fs-Module | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/render-elements/","Rendering Elements With React | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/cheatsheet/","React Cheat Sheets: | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/examples/","Practice | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/archive/","Archive | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/pull-request-rubric/","Pull Request Template | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/demo/","React Class Components Demo | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/semantic-html/","Web Design | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/semantic/","Semantic Versioning | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/quick-links/","Quick Links | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/appendix/","Apendix | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-js-language/","packagejson | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/git-bash/","Git Bash | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/career/interview-dos-n-donts/","Do & Don't of Interviewing! | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/react-docs/","React","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/embed-the-web/","lorem-ipsum | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/psql/","Postgresql Cheat Sheet | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/css/","Learn Css | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/asyncjs/","AsynchAsynchronous JavaScript | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/await-keyword/","Await | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-repl/","The-package-lock.json-file | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/installing-node/","Installing Node | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/basic-web-dev/","Web Dev Review | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/web-audio-api/","Web Apis | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/html-spec/","HTML SPEC | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/v8/","npm global or local packages | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/awesome-nodejs/","Awesome NodeJS | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/audio-feature-extraction/","Audio Feature Extraction | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/understanding-firebase/","Firebase | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/python-ds/","Python General Notes | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/writing-files/","Writing Files","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/faq/plug-ins/","Gatsby Plugins For This Sites Content Model","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/career/dev-interview/","Developer Interview Questions | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/snippets/","Python Snippets | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/vscode/","vscode","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/main-projects/","RECENT PROJECTS | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/callstack-visual/","Callstack Visualizer | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/art-of-command-line/","Command Line Basics","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/community/video-chat/","Video Chat | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/heroku-error-codes/","Heroku Error Codes | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/","Web Dev Hub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/clock/","Clock | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/bash-commands/","Bash-Commands","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/git-reference/","Git Reference | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/os-module/","OS-Module | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-run-cli/","node-cli-args | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/bookmarks/","Web Dev Bookmarks | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/faq/contact/","Contact! | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tools/dev-utilities/","General Utilities | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/how-2-reinstall-npm/","How To Reinstall NPM and Node.js On Your System | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/intro-for-js-devs/","lorem-ipsum | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/npx/","The npx Node.js Package Runner | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tools/data-structures/","Data Structures | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/nodevsbrowser/","Node vs Browser","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interview/review-concepts/","Review Of Concepts | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/snippets/","Useful Snippets | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/how-the-web-works/","How The Web Works | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/comprehensive-guide/","lorem-ipsum | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/notes-template/","Gatsby Plugins For This Sites Content Model","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/algo/","Algorithms & Data Structures","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/clean-code/","Clean Code | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/understanding-path/","Understanding PATH | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/markdown/","Markdown | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/other-sites/","Typography","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tutorials/enviorment-setup/","Enviorment Setup Tutorial | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/web-standards-checklist/","Web Standards Checklist","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/constructor-functions/","Constructor Functions | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/jsx/","Introducing JSX | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/modules/","Node Modules System | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/flow-control/","lorem-ipsum | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/community/an-open-letter-2-future-developers/","New Developers | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/google-sheets-api/","google-sheets-api | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tips/array-methods/","Tips | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tools/markdown-html/","md and html | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/mini-projects/","Mini Projects","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/data-structures-docs/","Data Structures Docs | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/react-in-depth/","Intro To React","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/career/job-boards/","Job Board | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/at-length/","Python at length","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tips/sorting-strings/","Sorting Strings | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/how-search-engines-work/","The Anatomy of a Search Engine | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/dev-dep/","Dependencies","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/bigo/","A Very Quick Guide To Calculating Big O Computational Complexity | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-env-variables/","module.exports API","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/audio/","Audio | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/buffers/","Node Buffers | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/regex-in-js/","Regular Expressions | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/github-search/","The Search API helps you search for the specific item you want to find. For example, you can find a user or a specific file in a repository. Think of it the way you think of performing a search on Google. It's designed to help you find the one result you're looking for (or maybe the few results you're looking for). Just like searching on Google, you sometimes want to see a few pages of search results so that you can find the item that best meets your needs. To satisfy that need, the GitHub Search API provides **up to 1,000 results for each search**.:","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-common-modules/","Common Modules | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/trouble-shooting/","Trouble Shooting | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/dfft/","fft","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/psql-setup/","PostgreSQL Setup | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/markdown-styleguide/","Markdown Lint Styleguide","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/promises/","Promises | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/cheat-sheet/","python cheat sheet","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/http/","The HTTP Protocol | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/nextjs/","lorem-ipsum | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/dynamic-time-warping/","dynamic-time-warping","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/react2/","Intro To React | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/arrow-functions/","JS Fat Arrow Functions | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/create-react-app/","Getting Started W Create React App | webdevhub","0","","","","","","","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-api-express/","Node APIs With Express","0","","","","","","","Indexable",""
