"Address","Occurrences","Meta Keywords 1","Meta Keywords 1 Length","Indexability","Indexability Status"
"https://bgoonz-blog.netlify.app/docs/docs/css/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/asyncjs/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/await-keyword/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-repl/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/installing-node/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/basic-web-dev/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/web-audio-api/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/html-spec/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/v8/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/awesome-nodejs/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/audio-feature-extraction/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/understanding-firebase/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/python-ds/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/writing-files/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/faq/plug-ins/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/career/dev-interview/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/snippets/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/vscode/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/main-projects/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/callstack-visual/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/art-of-command-line/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/community/video-chat/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/heroku-error-codes/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/clock/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/bash-commands/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/git-reference/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/os-module/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-run-cli/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/bookmarks/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/faq/contact/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tools/dev-utilities/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/how-2-reinstall-npm/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/intro-for-js-devs/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/npx/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tools/data-structures/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/nodevsbrowser/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interview/review-concepts/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/snippets/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/how-the-web-works/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/comprehensive-guide/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/notes-template/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/algo/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/clean-code/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/understanding-path/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/markdown/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/other-sites/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tutorials/enviorment-setup/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/web-standards-checklist/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/constructor-functions/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/jsx/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/modules/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/flow-control/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/community/an-open-letter-2-future-developers/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/google-sheets-api/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tips/array-methods/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tools/markdown-html/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/mini-projects/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/data-structures-docs/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/react-in-depth/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/career/job-boards/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/at-length/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tips/sorting-strings/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/how-search-engines-work/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/dev-dep/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/bigo/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-env-variables/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/audio/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/buffers/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/regex-in-js/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/github-search/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-common-modules/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/trouble-shooting/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/dfft/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/psql-setup/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/markdown-styleguide/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/promises/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/cheat-sheet/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/http/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/nextjs/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/dynamic-time-warping/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/react2/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/arrow-functions/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/create-react-app/","1","HTML, Meta Tags, Metadata","25","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-api-express/","1","HTML, Meta Tags, Metadata","25","Indexable",""
